year,level_1,level_2,value
2012,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,668
2012,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,396
2012,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,238
2012,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,123
2012,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,65
2012,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,41
2012,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,1
2012,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,2
2012,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,18
2012,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,52
2012,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,102
2012,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,225
2012,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,178
2012,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,145
2012,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,76
2012,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,78
2012,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2012,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,3
2012,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,5
2012,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,11
2012,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,23
2012,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,44
2012,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,85
2012,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,90
2012,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,60
2012,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,61
2012,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2012,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
2012,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,2
2012,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,0
2012,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,3
2012,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,15
2012,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,27
2012,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,46
2012,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,41
2012,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,38
2012,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2012,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
2012,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,1
2012,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,1
2012,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,1
2012,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,2
2012,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,7
2012,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,19
2012,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,17
2012,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,43
2012,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
2012,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
2012,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
2012,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
2012,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
2012,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,1
2012,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,1
2012,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,5
2012,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,10
2012,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,45
2013,Total,Grooms Aged Under 20 Years,53
2013,Total,Grooms Aged 20-24 Years,1097
2013,Total,Grooms Aged 25-29 Years,6568
2013,Total,Grooms Aged 30-34 Years,6681
2013,Total,Grooms Aged 35-39 Years,3062
2013,Total,Grooms Aged 40-44 Years,1533
2013,Total,Grooms Aged 45-49 Years,898
2013,Total,Grooms Aged 50-54 Years,635
2013,Total,Grooms Aged 55-59 Years,345
2013,Total,Grooms Aged 60 Years & Over,308
2013,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,38
2013,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,77
2013,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,44
2013,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,15
2013,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,13
2013,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,11
2013,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,2
2013,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,4
2013,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,1
2013,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,1
2013,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,13
2013,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,681
2013,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,1107
2013,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,569
2013,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,235
2013,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,85
2013,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,46
2013,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,28
2013,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,16
2013,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,5
2013,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,2
2013,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,271
2013,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,4574
2013,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,3048
2013,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,796
2013,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,337
2013,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,141
2013,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,78
2013,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,31
2013,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,18
2013,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
2013,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,41
2013,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,693
2013,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,2613
2013,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,1218
2013,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,439
2013,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,226
2013,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,120
2013,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,44
2013,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,29
2013,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
2013,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,18
2013,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,126
2013,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,370
2013,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,654
2013,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,409
2013,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,201
2013,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,130
2013,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,52
2013,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,43
2013,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
2013,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,5
2013,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,16
2013,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,60
2013,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,122
2013,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,192
2013,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,158
2013,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,117
2013,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,76
2013,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,67
2013,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2013,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,3
2013,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,3
2013,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,6
2013,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,19
2013,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,44
2013,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,96
2013,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,101
2013,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,57
2013,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,49
2013,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2013,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,1
2013,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,5
2013,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,0
2013,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,4
2013,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,14
2013,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,24
2013,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,44
2013,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,39
2013,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,34
2013,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2013,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
2013,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
2013,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
2013,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,1
2013,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,1
2013,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,2
2013,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,12
2013,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,23
2013,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,35
2013,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
2013,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
2013,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
2013,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
2013,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
2013,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,1
2013,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,2
2013,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,1
2013,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,6
2013,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,27
2014,Total,Grooms Aged Under 20 Years,37
2014,Total,Grooms Aged 20-24 Years,1034
2014,Total,Grooms Aged 25-29 Years,7390
2014,Total,Grooms Aged 30-34 Years,7171
2014,Total,Grooms Aged 35-39 Years,3284
2014,Total,Grooms Aged 40-44 Years,1756
2014,Total,Grooms Aged 45-49 Years,872
2014,Total,Grooms Aged 50-54 Years,626
2014,Total,Grooms Aged 55-59 Years,376
2014,Total,Grooms Aged 60 Years & Over,317
2014,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,19
2014,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,64
2014,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,24
2014,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,17
2014,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,15
2014,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,3
2014,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,3
2014,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,4
2014,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,3
2014,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
2014,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,16
2014,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,626
2014,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,1159
2014,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,466
2014,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,197
2014,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,103
2014,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,44
2014,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,37
2014,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,6
2014,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,4
2014,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,1
2014,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,277
2014,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,5312
2014,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,3446
2014,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,808
2014,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,345
2014,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,129
2014,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,44
2014,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,26
2014,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,15
2014,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,1
2014,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,45
2014,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,761
2014,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,2792
2014,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,1359
2014,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,509
2014,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,215
2014,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,129
2014,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,47
2014,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,26
2014,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
2014,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,17
2014,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,106
2014,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,349
2014,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,734
2014,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,484
2014,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,198
2014,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,110
2014,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,62
2014,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,37
2014,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
2014,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,3
2014,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,22
2014,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,78
2014,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,131
2014,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,225
2014,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,178
2014,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,135
2014,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,92
2014,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,50
2014,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2014,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,2
2014,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,4
2014,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,17
2014,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,32
2014,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,71
2014,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,72
2014,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,103
2014,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,64
2014,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,52
2014,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2014,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
2014,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,2
2014,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,6
2014,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,6
2014,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,15
2014,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,29
2014,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,49
2014,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,50
2014,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,55
2014,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2014,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
2014,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
2014,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
2014,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,1
2014,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,1
2014,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,4
2014,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,14
2014,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,22
2014,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,38
2014,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
2014,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
2014,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
2014,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
2014,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,1
2014,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
2014,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,0
2014,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,1
2014,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,4
2014,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,40
2015,Total,Grooms Aged Under 20 Years,24
2015,Total,Grooms Aged 20-24 Years,921
2015,Total,Grooms Aged 25-29 Years,7191
2015,Total,Grooms Aged 30-34 Years,7242
2015,Total,Grooms Aged 35-39 Years,3208
2015,Total,Grooms Aged 40-44 Years,1741
2015,Total,Grooms Aged 45-49 Years,891
2015,Total,Grooms Aged 50-54 Years,578
2015,Total,Grooms Aged 55-59 Years,396
2015,Total,Grooms Aged 60 Years & Over,352
2015,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,12
2015,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,51
2015,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,24
2015,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,17
2015,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,15
2015,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,9
2015,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,3
2015,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,1
2015,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,1
2015,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
2015,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,11
2015,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,545
2015,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,1095
2015,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,414
2015,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,194
2015,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,93
2015,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,47
2015,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,15
2015,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,7
2015,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,6
2015,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,1
2015,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,274
2015,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,5232
2015,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,3494
2015,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,764
2015,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,285
2015,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,108
2015,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,67
2015,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,29
2015,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,15
2015,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
2015,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,32
2015,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,701
2015,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,2854
2015,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,1350
2015,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,544
2015,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,196
2015,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,86
2015,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,62
2015,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,32
2015,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
2015,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,12
2015,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,97
2015,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,376
2015,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,720
2015,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,504
2015,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,223
2015,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,120
2015,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,63
2015,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,35
2015,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
2015,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,6
2015,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,25
2015,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,67
2015,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,129
2015,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,233
2015,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,179
2015,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,130
2015,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,88
2015,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,57
2015,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2015,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,1
2015,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,12
2015,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,12
2015,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,30
2015,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,61
2015,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,99
2015,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,94
2015,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,64
2015,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,64
2015,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2015,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
2015,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,3
2015,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,6
2015,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,5
2015,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,8
2015,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,28
2015,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,51
2015,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,55
2015,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,43
2015,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2015,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
2015,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,2
2015,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,2
2015,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,1
2015,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,4
2015,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,6
